"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"
"cord"	1	0	0	0	0	0	0	0	0	0	0	"safety"	"the"	"of"	","	"NN"	","	"VBD"	"line"	"prep_of"
"cord"	1	0	0	0	0	0	0	0	0	0	0	"nylon"	"quarter-inch"	"a"	"have"	"NN"	"VBD"	"VBN"	"line"	"nsubj"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"a"	"fasten"	"have"	"to"	"DT"	"TO"	"DT"	"line"	"dobj"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"its"	"of"	"end"	"."	"PRP$"	"."	"X"	"line"	"prep_of"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"his"	"hit"	"fish"	"."	"PRP$"	"."	"X"	"line"	"dobj"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"the"	"make"	"bubba"	"fast"	"DT"	"RB"	"CC"	"lines"	"dobj"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"his"	"keep"	"liscom"	"and"	"PRP$"	"CC"	"NNS"	"line"	"dobj"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"the"	"in"	"up"	"."	"DT"	"."	"X"	"line"	"prep_in"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"a"	"captain"	"your"	"and"	"DT"	"CC"	"VB"	"line"	"xcomp"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"clothes"	"a"	"and"	"may"	"NNS"	"MD"	"VB"	"line"	"nsubjpass"
"cord"	1	0	0	0	0	0	0	0	0	0	0	"strong"	","	"long"	","	"JJ"	","	"WDT"	"line"	"nsubjpass"
"cord"	0	0	0	0	0	0	0	0	0	0	1	"the"	"on"	"color"	"a"	"DT"	"DT"	"NN"	"line"	"prep_on"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"a"	"and"	"hook"	"."	"DT"	"."	"X"	"line"	"conj_and"
"cord"	1	0	0	0	0	0	0	0	0	0	0	"tow"	"the"	"of"	"part"	"NN"	"VBD"	"."	"lines"	"prep_of"
"cord"	1	0	0	0	0	0	0	0	0	0	0	"tow"	"a"	"X"	"thrash"	"NN"	"VBD"	"RB"	"line"	"nsubj"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"the"	"haul"	"he"	"in"	"DT"	"IN"	","	"line"	"dobj"
"cord"	1	0	0	0	0	0	0	0	0	0	0	"nylon"	"filch"	"and"	"from"	"NN"	"IN"	"JJ"	"lines"	"conj_and"
"cord"	1	0	0	0	0	0	0	0	0	0	0	"strong"	"the"	"hold"	"delicately"	"JJ"	"RB"	"IN"	"line"	"dobj"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"the"	"grab"	"igor"	"and"	"DT"	"CC"	"VBD"	"line"	"dobj"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"of"	"yard"	"drag"	"into"	"IN"	"IN"	"DT"	"line"	"prep_of"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"the"	"grab"	"hand"	"from"	"DT"	"IN"	"DT"	"line"	"dobj"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"the"	"grab"	"hand"	"from"	"DT"	"IN"	"DT"	"line"	"dobj"
"cord"	0	0	1	0	0	0	0	0	0	0	0	"long"	"a"	"in"	"he"	"JJ"	"PRP"	"VBD"	"line"	"dobj"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"the"	"throw"	"he"	"back"	"DT"	"RB"	"IN"	"line"	"dobj"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"the"	"unty"	"and"	"."	"DT"	"."	"X"	"line"	"dobj"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"the"	"at"	"look"	"."	"DT"	"."	"X"	"line"	"prep_at"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"the"	"out"	"pay"	"as"	"DT"	"IN"	"PRP"	"line"	"dobj"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"the"	"jerk"	"he"	","	"DT"	","	"RB"	"line"	"dobj"
"cord"	0	0	0	0	0	0	0	0	0	0	1	"gymnasium"	"on"	"wall-bar"	"."	"NN"	"."	"X"	"lines"	"prep_on"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"get"	"to"	"advance"	"aboard"	"VB"	"IN"	"PRP$"	"lines"	"dobj"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"out"	"snake"	","	","	"RP"	","	"CC"	"lines"	"prep_out"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"a"	"into"	"up"	","	"DT"	","	"CC"	"line"	"prep_into"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"the"	"in"	"wind"	"."	"DT"	"."	"X"	"line"	"prep_in"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"spring"	"attach"	"by"	"to"	"NN"	"TO"	"DT"	"lines"	"tmod"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"the"	"in"	"winch"	"to"	"DT"	"TO"	"DT"	"line"	"prep_in"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"heavy"	"the"	"position"	";"	"JJ"	":"	"RB"	"line"	"dobj"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"spring"	"have"	"lieutenant"	"bent"	"NN"	"JJ"	"TO"	"lines"	"nsubj"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"the"	"at"	"clutch"	"while"	"DT"	"IN"	"VBG"	"lines"	"prep_at"
"cord"	1	0	0	0	0	0	0	0	0	0	0	"shroud"	"the"	"at"	","	"JJ"	","	"VBD"	"lines"	"prep_at"
"cord"	0	0	1	0	0	0	0	0	0	0	0	"long"	"a"	"out"	"with"	"JJ"	"IN"	"JJ"	"line"	"dobj"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"the"	"turn"	"and"	"over"	"DT"	"RP"	"TO"	"line"	"dobj"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"the"	"string"	","	"along"	"DT"	"IN"	"PRP$"	"line"	"dobj"
"cord"	0	0	0	0	0	0	0	0	0	0	1	"the"	"on"	"tug"	"."	"DT"	"."	"X"	"line"	"prep_on"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"the"	"over"	"take"	"."	"DT"	"."	"X"	"line"	"prep_over"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"the"	"turn"	"she"	"over"	"DT"	"RP"	"TO"	"line"	"dobj"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"the"	"lower"	"she"	"into"	"DT"	"IN"	"DT"	"line"	"dobj"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"the"	"grasp"	"and"	"."	"DT"	"."	"X"	"line"	"dobj"
"cord"	0	0	0	0	0	0	0	0	0	0	1	"the"	"on"	"saw"	"with"	"DT"	"IN"	"PRP$"	"line"	"prep_on"
"cord"	0	0	0	0	0	0	0	0	0	0	1	"the"	"on"	"saw"	"with"	"DT"	"IN"	"PRP$"	"line"	"prep_on"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"the"	"hope"	"i"	"disappear"	"DT"	"VBZ"	"IN"	"line"	"nsubj"
"cord"	0	0	0	0	0	0	0	0	0	0	1	"your"	"on"	"sheet"	"."	"PRP$"	"."	"X"	"line"	"prep_on"
"cord"	0	0	0	0	0	0	0	0	0	0	1	"a"	"on"	"hang"	"."	"DT"	"."	"``"	"line"	"prep_on"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"attach"	"with"	"tube"	"make"	"VBN"	"VBZ"	"DT"	"line"	"prep_with"
"cord"	0	0	0	0	0	0	0	0	0	0	1	"the"	"on"	"twice"	"."	"DT"	"."	"X"	"line"	"prep_on"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"and"	"pipe"	"trail"	"behind"	"CC"	"IN"	"PRP"	"lines"	"conj_and"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"the"	"X"	"X"	"be"	"DT"	"VBD"	"RB"	"lines"	"nsubjpass"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"the"	"catch"	"and"	"to"	"DT"	"TO"	"WDT"	"line"	"dobj"
"cord"	0	0	0	0	0	0	0	0	0	0	1	"a"	"on"	"them"	"fasten"	"DT"	"VBN"	"TO"	"line"	"prep_on"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"her"	"fasten"	"and"	"."	"PRP$"	"."	"X"	"lines"	"dobj"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"the"	"remove"	"we"	"from"	"DT"	"IN"	"DT"	"lines"	"dobj"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"the"	"but"	","	","	"DT"	","	"RB"	"lines"	"nsubj"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"the"	"remove"	"we"	"from"	"DT"	"IN"	"DT"	"lines"	"dobj"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"the"	"handle"	"to"	"."	"DT"	"."	"X"	"lines"	"dobj"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"the"	"and"	","	"be"	"DT"	"VBD"	"VBN"	"lines"	"nsubjpass"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"our"	"X"	"X"	"be"	"PRP$"	"VBD"	"VBN"	"lines"	"nsubjpass"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"her"	"fasten"	","	"at"	"PRP$"	"IN"	"DT"	"lines"	"dobj"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"splice"	"and"	"knot"	"and"	"VB"	"CC"	"TO"	"line"	"dobj"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"of"	"foot"	"sixty"	"run"	"IN"	"VBD"	"RP"	"line"	"prep_of"
"cord"	0	0	0	0	0	0	0	0	0	0	1	"a"	"on"	"fish"	","	"DT"	","	"VBG"	"line"	"prep_on"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"of"	"plenty"	"of"	"."	"IN"	"."	"X"	"lines"	"prep_of"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"a"	"make"	"i"	"fast"	"DT"	"RB"	"TO"	"line"	"npadvmod"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"the"	"find"	"have"	"which"	"DT"	"WDT"	"VBD"	"lines"	"nsubj"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"the"	"to"	"forward"	"which"	"DT"	"WDT"	"VBD"	"line"	"nsubj"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"of"	"bit"	"a"	"and"	"IN"	"CC"	"DT"	"line"	"prep_of"
"cord"	0	0	0	0	0	0	0	0	1	0	0	"a"	"up"	"rig"	"between"	"DT"	"IN"	"CD"	"line"	"dobj"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"the"	"of"	"length"	"twice"	"DT"	"RB"	"."	"line"	"prep_of"
"cord"	1	0	0	0	0	0	0	0	0	0	1	"exercise"	"the"	"on"	"."	"NN"	"."	"X"	"line"	"prep_on"
"cord"	1	0	0	0	0	0	0	0	0	0	0	"exercise"	"the"	"him"	"."	"NN"	"."	"X"	"line"	"dobj"
"cord"	1	0	0	0	0	0	0	0	0	0	1	"exercise"	"the"	"on"	","	"NN"	","	"NN"	"line"	"prep_on"
"cord"	1	0	0	0	0	0	0	0	0	0	0	"tow"	"the"	"fasten"	"to"	"NN"	"TO"	"DT"	"line"	"dobj"
"cord"	1	0	0	0	0	0	0	0	0	0	1	"shroud"	"the"	"on"	"and"	"JJ"	"CC"	"VB"	"lines"	"prep_on"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"support"	"the"	"then"	","	"VBG"	","	"CC"	"lines"	"conj_and"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"tie"	","	"clothes"	"about"	"VBD"	"IN"	"PRP$"	"lines"	"dobj"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"the"	"grasp"	"would"	"attach"	"DT"	"VBN"	"TO"	"lines"	"dobj"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"with"	"kite"	"homemade"	"attach"	"IN"	"VBN"	"VBD"	"lines"	"prep_with"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"the"	"cut"	","	"."	"DT"	"."	"X"	"line"	"dobj"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"the"	"for"	"reach"	"throw"	"DT"	"VBN"	"IN"	"line"	"prep_for"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"a"	"throw"	"to"	"to"	"DT"	"TO"	"DT"	"line"	"dobj"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"_s"	"burke"	"grab"	"."	"POS"	"."	"X"	"line"	"dobj"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"a"	"with"	"fish"	"that"	"DT"	"WDT"	"VBZ"	"line"	"nsubj"
"cord"	0	0	0	0	0	0	0	0	0	0	1	"the"	"on"	"up"	"."	"DT"	"."	"X"	"line"	"prep_on"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"the"	"X"	"X"	"be"	"DT"	"VBD"	"RB"	"lines"	"nsubjpass"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"heave"	"the"	"take"	"in"	"VBG"	"IN"	"PRP$"	"line"	"dobj"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"the"	"if"	"and"	"be"	"DT"	"VBD"	"RB"	"line"	"nsubjpass"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"heave"	"the"	"and"	"run"	"VBG"	"VBD"	"RB"	"line"	"nsubj"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"messenger"	"those"	"X"	"have"	"NN"	"VBD"	"TO"	"lines"	"xsubj"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"a"	"on"	"dry"	"that"	"DT"	"WDT"	"VBD"	"line"	"nsubj"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"and"	"pole"	"a"	"and"	"CC"	"CC"	"NN"	"line"	"conj_and"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"the"	"of"	"end"	","	"DT"	","	"VBN"	"line"	"prep_of"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"some"	"out"	"pay"	"wish"	"DT"	"VBG"	"PRP"	"line"	"prep_out"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"and"	"rod"	"my"	"hang"	"CC"	"NN"	"VBG"	"line"	"nsubj"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"dry"	"the"	"up"	"and"	"JJ"	"CC"	"NN"	"line"	"dobj"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"a"	"half"	"than"	","	"DT"	","	"VB"	"line"	"dep"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"my"	"while"	","	"dry"	"PRP$"	"NNS"	"RB"	"line"	"nsubj"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"of"	"foot"	"thirty"	"."	"IN"	"."	"X"	"line"	"prep_of"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"the"	"as"	"just"	"straighten"	"DT"	"VBZ"	"RP"	"line"	"nsubj"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"and"	","	"net"	"in"	"CC"	"IN"	"DT"	"lines"	"conj_and"
"cord"	0	0	0	0	0	0	0	0	0	0	1	"the"	"on"	"wind"	"."	"DT"	"."	"X"	"line"	"prep_on"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"kite"	"their"	"glaze"	"with"	"NN"	"IN"	"DT"	"lines"	"dobj"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"the"	"handle"	"kite-flier"	"."	"DT"	"."	"X"	"lines"	"dobj"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"of"	"angle"	"steep"	"without"	"IN"	"IN"	"JJ"	"line"	"prep_of"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"the"	"X"	"X"	"may"	"DT"	"MD"	"VB"	"line"	"nsubj"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"the"	"toss"	"we"	"over"	"DT"	"IN"	"DT"	"lines"	"dobj"
"cord"	1	0	0	0	0	0	0	0	0	0	0	"shroud"	"the"	"within"	"and"	"JJ"	"CC"	"DT"	"lines"	"prep_within"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"the"	"off"	"right"	"."	"DT"	"."	"X"	"line"	"nsubj"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"his"	"weight"	"and"	"with"	"PRP$"	"IN"	"DT"	"lines"	"conj_and"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"a"	"throw"	","	"to"	"DT"	"TO"	"RB"	"line"	"dobj"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"the"	"take"	"and"	"from"	"DT"	"IN"	"NN"	"lines"	"dobj"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"the"	"of"	"pull"	"as"	"DT"	"IN"	"DT"	"lines"	"prep_of"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"the"	"with"	"half-hitch"	"at"	"DT"	"IN"	"DT"	"lines"	"prep_with"
"cord"	0	0	0	0	0	0	0	0	0	0	1	"the"	"on"	"pull"	"so"	"DT"	"RB"	"RB"	"lines"	"prep_on"
"cord"	0	0	0	0	0	0	0	0	0	0	1	"the"	"on"	"hang"	"right"	"DT"	"RB"	"RB"	"line"	"prep_on"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"a"	"carry"	"boat"	"be"	"DT"	"VBD"	"VBN"	"line"	"dobj"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"clothes"	"on"	"hanger"	"stretch"	"NNS"	"VBN"	"IN"	"lines"	"xsubj"
"cord"	0	0	0	0	0	0	0	0	0	0	1	"myriad"	"on"	"breeze"	"high"	"JJ"	"JJ"	"IN"	"lines"	"prep_on"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"the"	"at"	"slash"	"."	"DT"	"."	"X"	"line"	"prep_at"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"the"	"X"	"X"	"fall"	"DT"	"VBD"	"JJ"	"line"	"nsubj"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"a"	"X"	"X"	"be"	"DT"	"VBD"	"VBN"	"line"	"nsubjpass"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"a"	"with"	"foredeck"	","	"DT"	","	"VBG"	"line"	"prep_with"
"cord"	1	0	0	0	0	0	0	0	0	0	0	"anchor"	"the"	"be"	"for"	"NN"	"IN"	"CD"	"lines"	"root"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"each"	"up"	"pick"	"."	"DT"	"."	"X"	"line"	"dobj"
"cord"	1	0	0	0	0	0	0	0	0	0	1	"rope"	"the"	"on"	"above"	"NN"	"IN"	"DT"	"line"	"prep_on"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"mason"	","	"twine"	","	"NN"	","	"NN"	"line"	"nn"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"the"	"from"	"in"	"."	"DT"	"."	"X"	"line"	"prep_from"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"the"	"flail"	"but"	"against"	"DT"	"IN"	"DT"	"lines"	"dobj"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"the"	"X"	"X"	"in"	"DT"	"IN"	"DT"	"lines"	"nsubj"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"droop"	"hold"	"himself"	","	"VBG"	","	"VBG"	"lines"	"dobj"
"cord"	1	0	0	0	0	0	0	0	0	0	0	"nylon"	"_s"	"fisherman"	","	"NN"	","	"NN"	"line"	"nsubj"
"cord"	0	0	0	0	0	0	0	0	0	0	0	"his"	"in"	"reel"	"."	"PRP$"	"."	"X"	"line"	"prep_in"
"division"	0	1	0	0	0	0	0	0	0	0	0	"thin"	"very"	"a"	"."	"JJ"	"."	"``"	"line"	"dobj"
"division"	0	0	0	0	0	0	0	0	1	0	0	"once-well-defined"	"the"	"blur"	"between"	"JJ"	"IN"	"NNS"	"line"	"dobj"
"division"	0	0	0	0	0	0	0	0	0	0	0	"traditional"	"across"	"cut"	"of"	"JJ"	"IN"	"JJ"	"lines"	"prep_across"
"division"	0	0	0	0	0	0	0	0	0	0	0	"a"	"and"	","	"should"	"DT"	"MD"	"VB"	"line"	"nsubjpass"
"division"	0	0	0	0	0	0	0	0	0	0	0	"life-style"	"and"	"psycho-graphic"	"."	"JJ"	"."	"X"	"lines"	"prep_across"
"division"	0	0	0	0	0	0	0	0	0	0	0	"economic"	"and"	"social"	"."	"JJ"	"."	"X"	"lines"	"prep_across"
"division"	0	0	0	0	0	0	0	0	0	0	0	"the"	"draw"	"i"	","	"DT"	","	"``"	"line"	"dobj"
"division"	0	1	0	0	0	0	0	0	0	0	0	"racial"	"along"	"parliament"	","	"JJ"	","	"IN"	"lines"	"prep_along"
"division"	0	0	0	0	0	0	0	0	0	0	0	"the"	"say"	"exchange"	"should"	"DT"	"MD"	"VB"	"line"	"nsubj"
"division"	0	0	0	0	0	0	0	0	0	0	0	"the"	"cross"	"he"	"into"	"DT"	"IN"	"NN"	"line"	"dobj"
"division"	0	0	0	0	0	0	0	0	0	0	0	"the"	"draw"	"clearly"	"at"	"DT"	"IN"	"NN"	"line"	"dobj"
"division"	0	0	0	0	0	0	0	0	1	0	0	"the"	"because"	"``"	"between"	"DT"	"IN"	"DT"	"line"	"nsubj"
"division"	0	0	0	0	0	0	0	0	0	0	0	"blurry"	"a"	"X"	"doesn"	"JJ"	"NN"	"NN"	"line"	"nn"
"division"	0	0	0	0	0	0	0	0	0	0	0	"sharp"	"a"	"think"	"will"	"JJR"	"MD"	"VB"	"line"	"nsubjpass"
"division"	0	0	0	0	0	0	0	0	0	0	0	"a"	"draw"	"of"	"can"	"DT"	"MD"	"VB"	"line"	"dobj"
"division"	0	0	0	0	0	0	0	0	0	0	0	"the"	"over"	"play"	"from"	"DT"	"IN"	"NN"	"line"	"prep_over"
"division"	0	0	0	0	0	0	0	0	1	0	0	"the"	"blur"	"further"	"between"	"DT"	"IN"	"NN"	"line"	"dobj"
"division"	0	1	0	0	0	0	0	0	1	0	0	"fine"	"that"	"walk"	"between"	"JJ"	"IN"	"DT"	"line"	"dobj"
"division"	0	0	0	0	0	0	0	0	1	0	0	"the"	"draw"	"to"	"between"	"DT"	"IN"	"NN"	"line"	"dobj"
"division"	0	0	0	0	0	0	0	0	0	0	0	"the"	"draw"	"will"	"."	"DT"	"."	"``"	"line"	"dobj"
"division"	0	1	0	0	0	0	0	0	0	0	0	"legal"	"the"	"blur"	"separate"	"JJ"	"VBG"	"JJ"	"line"	"dobj"
"division"	0	1	0	0	0	0	0	0	1	0	0	"legal"	"the"	"blur"	"between"	"JJ"	"IN"	"JJ"	"line"	"dobj"
"division"	0	0	0	0	0	0	0	0	0	0	0	"a"	"draw"	"city"	"beyond"	"DT"	"IN"	"WDT"	"line"	"dobj"
"division"	0	1	0	0	0	0	0	0	0	0	0	"legal"	"the"	"blur"	"separate"	"JJ"	"VBG"	"JJ"	"line"	"dobj"
"division"	0	0	0	0	0	0	0	0	1	0	0	"blurred"	"the"	"of"	"between"	"JJ"	"IN"	"DT"	"line"	"prep_of"
"division"	0	0	0	0	0	0	0	0	0	0	0	"the"	"draw"	"he"	"when"	"DT"	"WRB"	"PRP"	"line"	"dobj"
"division"	0	0	0	0	0	0	0	0	1	0	0	"the"	"X"	"X"	"between"	"DT"	"IN"	"NNS"	"line"	"nsubj"
"division"	0	0	0	0	0	0	0	0	0	0	0	"the"	"cross"	"have"	"of"	"DT"	"IN"	"NN"	"lines"	"dobj"
"division"	0	0	0	0	0	0	0	0	0	0	0	"ideological"	"along"	"divide"	"in"	"JJ"	"IN"	"JJ"	"lines"	"prep_along"
"division"	0	0	0	0	0	0	0	0	0	0	0	"the"	"draw"	"i"	"at"	"DT"	"IN"	"PRP$"	"line"	"dobj"
"division"	0	1	0	0	0	0	0	0	0	0	0	"racial"	"along"	"largely"	"and"	"JJ"	"CC"	","	"lines"	"prep_along"
"division"	0	0	0	0	0	0	0	0	1	0	0	"the"	"where"	"area"	"between"	"DT"	"IN"	"NN"	"line"	"nsubj"
"division"	0	0	0	0	0	0	0	0	1	0	0	"the"	","	"say"	"between"	"DT"	"IN"	"JJ"	"line"	"nsubj"
"division"	0	0	0	0	0	0	0	0	0	0	0	"definite"	"a"	"draw"	"--"	"JJ"	":"	"PRP"	"line"	"dobj"
"division"	0	0	0	0	0	0	0	0	1	0	0	"careful"	"a"	"tread"	"between"	"JJ"	"IN"	"DT"	"line"	"dobj"
"division"	0	1	0	0	0	0	0	0	0	0	0	"clear"	"no"	"be"	"separate"	"JJ"	"VBG"	"NNS"	"lines"	"pobj"
"division"	0	0	0	0	0	0	0	0	1	0	0	"the"	"bridge"	"to"	"between"	"DT"	"IN"	"NN"	"line"	"dobj"
"division"	0	0	0	0	0	0	0	0	0	0	0	"the"	"draw"	"some"	"at"	"DT"	"IN"	"RB"	"line"	"dobj"
"division"	0	0	0	0	0	0	0	0	0	0	0	"the"	"draw"	"agency"	"."	"DT"	"."	"X"	"line"	"dobj"
"division"	0	0	0	0	0	0	0	0	0	0	0	"white"	"that"	"cross"	","	"JJ"	","	"``"	"line"	"dobj"
"division"	0	1	0	0	0	0	0	0	0	0	0	"fine"	"a"	"walk"	"on"	"JJ"	"IN"	"NN"	"line"	"dobj"
"division"	0	0	0	0	0	0	0	0	0	0	0	"a"	"draw"	"somewhere"	"."	"DT"	"."	"``"	"line"	"dobj"
"division"	0	0	0	0	0	0	0	0	0	0	0	"the"	"cross"	"just"	"of"	"DT"	"IN"	"NN"	"line"	"dobj"
"division"	0	0	0	0	0	0	0	0	1	0	0	"the"	"cross"	"attorney"	"between"	"DT"	"IN"	"NN"	"line"	"dobj"
"division"	0	0	0	0	0	0	0	0	1	0	0	"the"	"that"	"concede"	"between"	"DT"	"IN"	"NNS"	"line"	"nsubj"
"division"	0	0	0	0	0	0	0	0	0	0	0	"a"	"draw"	"somewhere"	"."	"DT"	"."	"X"	"line"	"dobj"
"division"	0	1	0	0	0	0	0	0	1	0	0	"fine"	"a"	"be"	"between"	"JJ"	"IN"	"VBG"	"line"	"nsubj"
"division"	0	0	0	0	0	0	0	0	1	0	0	"the"	"cross"	"to"	"between"	"DT"	"IN"	"VBG"	"line"	"dobj"
"division"	0	1	0	0	0	0	0	0	0	0	0	"fine"	"a"	"walk"	"in"	"JJ"	"IN"	"VBG"	"line"	"dobj"
"division"	0	1	0	0	0	0	0	0	0	0	0	"political"	"along"	"divide"	"."	"JJ"	"."	"X"	"lines"	"prep_along"
"division"	0	0	0	0	0	0	0	0	0	0	0	"the"	"cross"	"interpretation"	"into"	"DT"	"IN"	"JJ"	"line"	"dobj"
"division"	0	0	0	0	0	0	0	0	0	0	0	"the"	"draw"	"you"	"?"	"DT"	"."	"``"	"line"	"dobj"
"division"	0	0	0	0	0	0	0	0	1	0	0	"the"	"as"	"catalog"	"between"	"DT"	"IN"	"PRP"	"line"	"nsubj"
"division"	0	0	0	0	0	0	0	0	0	0	0	"a"	"draw"	"union"	"against"	"DT"	"IN"	"JJ"	"line"	"dobj"
"division"	0	1	0	0	0	0	0	0	1	0	0	"fine"	"the"	"straddle"	"between"	"JJ"	"IN"	"VBG"	"line"	"dobj"
"division"	0	0	0	0	0	0	0	0	1	0	0	"the"	"X"	"X"	"between"	"DT"	"IN"	"JJ"	"line"	"nsubjpass"
"division"	0	0	0	0	0	0	0	0	0	0	0	"the"	"draw"	"to"	"."	"DT"	"."	"X"	"line"	"dobj"
"division"	0	1	0	0	0	0	0	0	0	0	0	"bright"	"a"	"as"	"separate"	"JJ"	"VBG"	"DT"	"line"	"prep_as"
"division"	0	0	0	0	0	0	0	0	0	0	0	"gender"	"the"	"to"	"be"	"NN"	"VBP"	"NN"	"line"	"prep_to"
"division"	0	1	0	0	0	0	0	0	0	0	0	"fine"	"a"	"walk"	"."	"JJ"	"."	"X"	"line"	"dobj"
